aluguel,condominio,iptu,fotos,endereco,description,description_len,features,url
R$ 1.000/mês,R$ 745,R$ 500,29 fotos e vídeo,"Vila Santo Antonio, Bauru - SP","A área de Lazer do prédio está sendo construída.
O apartamento foi reformulado tanto na pintura das paredes quanto o piso de madeira.

Estuda permuta com apto. de maior valor

ATENÇÃO >>>> A portaria eletrônica está sendo instalada, previsão de inicio para agosto/21.

Com a portaria eletrônica a previsão do valor do condomínio será de $550,00

Características do imóvel
Ar condicionado
Armário de Cozinha
Armário embutido
Piso de madeira

Mais informações em www.casabauru.com",63,"['80m²', '3 quartos', '2 banheiros', '1 vaga', 'Garagem', 'Ar-condicionado']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-santo-antonio-bairros-bauru-com-garagem-80m2-venda-RS240000-id-2508948654/
R$ 1.300/mês,R$ 475,R$ 80,32 fotos,"Rua Henrique Savi, 716 - Vila Nova Cidade Universitaria, Bauru - SP","Apartamento Loft Duplex, imóvel de alto padrão com 01 dormitório na parte superior, com banheiro completo com box blides e gabinete, Parte inferiro sala de visita com sacada, cozinha americana planejada, área de serviço e garagem. Próximo da Facundade de Medicinada  e Odonto da UsP, Faculdade  de Medicina Uninove, fácil acesso Unesp ,Unip, Av. Nações Unidas e Bauru Shopping",61,"['45m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Recepção', 'Garagem', 'Varanda', 'Salão de festas', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-45m2-aluguel-RS1300-id-2517360147/
R$ 800/mês,R$ 402,R$ 64,5 fotos,"Rua Capitão Gomes Duarte - Jardim Brasil, Bauru - SP",,0,"['55m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-brasil-bairros-bauru-com-garagem-55m2-aluguel-RS800-id-2521353175/
R$ 1.100/mês,R$ 228,R$ 50,25 fotos,"Vila Cidade Universitária, Bauru - SP",,0,"['45m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-45m2-aluguel-RS1100-id-2516007301/
R$ 1.300/mês,R$ 330,R$ 45,17 fotos,"Vila Santa Tereza, Bauru - SP","Maravilhoso apartamento novo, sendo 02 dormitório, repleto em armários, sala, cozinha, área de serviço, 01 vaga de garagem, FOTOS ALEATORIAS DOS APTS.
Agende uma visita. -",25,"['60m²', '2 quartos', '1 banheiro', '1 vaga', 'Lavanderia', 'Interfone', 'Varanda', 'Depósito', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santa-tereza-bairros-bauru-com-garagem-60m2-aluguel-RS1300-id-2523703875/
R$ 750/mês,R$ 300,,21 fotos,"Jardim Bom Samaritano, Bauru - SP","Apartamento térreo, 2 dormitórios, sala para 2 ambientes, área de serviço e 1 vaga de garagem.
Bem localizado no bairro e de fácil acesso as Avenidas cruzeiro do Sul e Av. Rodrigues Alves.
Ligue e agende uma visita. . -",38,"['68m²', '2 quartos', '1 banheiro', '1 vaga', 'Interfone', 'Condomínio fechado', 'Churrasqueira', 'TV a cabo', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-bom-samaritano-bairros-bauru-com-garagem-68m2-aluguel-RS750-id-2516623729/
R$ 1.050/mês,R$ 330,R$ 45,3 fotos,"Jardim Brasil, Bauru - SP","Ótimo apartamento sendo 2 dormitórios, sala com sacada, cozinha com armários e área de serviço.
Próximo a USC, supermercado, farmácia, academia, bancos, posto de combustível etc.
Agende uma visita. -",28,"['53m²', '2 quartos', '1 banheiro', '1 vaga', 'Interfone', 'Varanda', 'Churrasqueira', 'Cozinha', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-brasil-bairros-bauru-com-garagem-53m2-aluguel-RS1050-id-2510183391/
R$ 1.250/mês,R$ 238,R$ 256,17 fotos,"Vila Altinópolis, Bauru - SP","Excelente apartamento, localizado próximo ao Bar da Rosa de dois dormitórios sendo uma suíte com vaga de garagem. Próximo á mercado 24 hrs, USP e ao Habib´s. Atualizado em",29,"['53m²', '2 quartos', '1 banheiro\n1 suíte', '1 vaga', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-altinopolis-bairros-bauru-com-garagem-53m2-aluguel-RS1250-id-2522120935/
R$ 2.300/mês,R$ 384,R$ 781,19 fotos,"Vila Santa Tereza, Bauru - SP","Lindo apartamento com:
-03 dormitórios sendo 1 suíte
-sala de tv
-sala de jantar
-cozinha
-banheiro
-sacada
-semi mobiliado
-02 vagas de garagem

Informações:

wania pôrto

Características do imóvel
Armário de Cozinha
Armário embutido
Cozinha
Lavanderia
Piso frio
Sala de jantar
Sala de TV

Mais informações em www.portoimobiliaria.com",29,"['86m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Lavanderia', 'Cozinha', 'Garagem']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-santa-tereza-bairros-bauru-com-garagem-86m2-aluguel-RS2300-id-2519531677/
R$ 1.000/mês,R$ 424,R$ 56,14 fotos,"Jardim Infante Dom Henrique, Bauru - SP","Edifício Spazio Sul.
Apartamento com 02 dormitórios sendo 01 suíte, sala para 02 ambientes com sacada, cozinha, área de serviço, wc social e 01 vaga de garagem. -",27,"['66m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Cozinha', 'Interfone', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-66m2-aluguel-RS1000-id-2518890169/
R$ 2.250/mês,R$ 405,,29 fotos,"Rua Henrique Savi, 3-62 - Vila Nova Cidade Universitaria, Bauru - SP","Lindo apartamento completo em armários, ar condicionado e cama box na suíte principal, fogão embutido inox, geladeira, microondas, a sala com rack e sofá 2 lugares retrátil, etc. Ótima área de lazer, portaria 24 hrs, excelente localização. AGENDE SUA VISITA CEL: (ADILSON)",42,"['70m²', '2 quartos', '2 banheiros\n2 suítes', '2 vagas', 'Garagem', 'Varanda', 'Salão de festas', 'Piscina', 'Vigia']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-70m2-aluguel-RS2250-id-2512842199/
R$ 750/mês,R$ 750,,23 fotos,"Alameda Doutor Octávio Pinheiro Brisolla, 665 - Vila Santa Tereza, Bauru - SP","Apartamento próximo Faculdade de Odonto e Medicina da Usp., com sala 02 ambientes e varanda,  dormitórios com armários, banheiro completo, cozinha planejada , wc de empregada e 01 garagem. O prédio possuí portaria 24 horas, salão de festa, jogos, academia, espaço gourmet, com churrasqueira.",45,"['70m²', '2 quartos', '2 banheiros', '1 vaga', 'Cozinha', 'Varanda', 'Recepção', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-santa-tereza-bairros-bauru-com-garagem-70m2-aluguel-RS750-id-2503948537/
R$ 4.500/mês,R$ 1.000,,28 fotos,"Jardim América, Bauru - SP",,0,"['200m²', '4 quartos', '4 banheiros\n4 suítes', '3 vagas']",https://www.vivareal.com.br/imovel/apartamento-4-quartos-jardim-america-bairros-bauru-com-garagem-200m2-aluguel-RS4500-id-2498842573/
R$ 900/mês,R$ 400,R$ 60,20 fotos,"Parque Residencial das Camelias, Bauru - SP","Apartamento com 2 dormitórios, sala para 2 ambientes e 1 vaga de garagem.
Ótima localização e próximo de supermercado, faculdades, escola, academias, restaurantes, farmácia e fácil acesso ás Avenidas Nações Unidas, Av. Duque de Caxias e Rodovia.
Ligue e agende uma visita. ( whats. ) -",44,"['68m²', '3 quartos', '2 banheiros', '1 vaga', 'Segurança 24h', 'Lavanderia', 'Interfone', 'Condomínio fechado', 'Churrasqueira']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-residencial-das-camelias-bairros-bauru-com-garagem-68m2-aluguel-RS900-id-2523495921/
R$ 1.000/mês,Não informado,,18 fotos,"Rua Lincoln Queiroz Orsini - Parque Jardim Europa, Bauru - SP","R$1.000,00  (ALUGUEL+IPTU+CONDOMÍNIO) AMPLO APARTAMENTO LOCALIZADO NA ZONA SU,L COM VARANDA ENTRE A AV. GETULIO VARGAS E NS. DE FÁTIMA.",20,"['75m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Cozinha', 'Próximo a transporte público', 'Varanda', 'Recepção', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-jardim-europa-bairros-bauru-com-garagem-75m2-aluguel-RS1000-id-2481224127/
R$ 2.000/mês,R$ 1.600,,15 fotos,"Jardim Estoril, Bauru - SP",,0,"['198m²', '3 quartos', '5 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-estoril-bairros-bauru-com-garagem-198m2-aluguel-RS2000-id-2475768920/
R$ 700/mês,R$ 270,R$ 41,7 fotos,"Rua São Gonçalo - Vila Altinópolis, Bauru - SP",,0,"['35m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-altinopolis-bairros-bauru-com-garagem-35m2-aluguel-RS700-id-2520370198/
R$ 800/mês,R$ 234,,9 fotos,"Jardim Infante Dom Henrique, Bauru - SP",,0,"['55m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-55m2-aluguel-RS800-id-2512518074/
R$ 6.900/mês,R$ 440,,20 fotos,"Residencial Villaggio III, Bauru - SP","Sobrado com fino acabamento, 3 suítes sendo a máster com closet e hidro, escritório, lavabo, home, cozinha planejada, climatizada, área gourmet e piscina. -",24,"['330m²', '3 quartos', '4 banheiros\n3 suítes', 'Não informado SOLICITAR', 'Escritório', 'Segurança 24h', 'Condomínio fechado', 'Piscina', 'Churrasqueira']",https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-residencial-villaggio-iii-bairros-bauru-330m2-aluguel-RS6900-id-2524693912/
R$ 1.950/mês,R$ 405,,21 fotos,"Rua Henrique Savi, 3-62 - Vila Nova Cidade Universitaria, Bauru - SP","Sol da manhã e vista para a Av. Nações Unidas,  com varanda grande e fechamento com cortina de vidro, completo em armários incluindo um fogão de embutir em inox, instalações prontas para ar condicionado na sala e dormitórios, 2 vagas de garagem individuais. Área de lazer completa,  lavanderia coletiva equipada no térreo e localização privilegiada ",58,"['70m²', '2 quartos', '2 banheiros\n2 suítes', '2 vagas', 'Garagem', 'Varanda', 'Cozinha', 'Vigia', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-70m2-aluguel-RS1950-id-2519516730/
R$ 700/mês,R$ 320,,12 fotos,"Jardim Panorama, Bauru - SP","1 DORMITÓRIO SENDO 1 SUITE COM ARMÁRIOS EMBUTIDOS, SALA COM SACADA,
COZINHA COM ARMÁRIOS E MESA
ÁREA DE SERVIÇO, GARAGEM PARA 1 CARRO, PISO FRIO, PINTURA NOVA

GLAYCI OU

Mais informações em www.portoimobiliaria.com",29,"['55m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Garagem']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-55m2-aluguel-RS700-id-2504000430/
R$ 1.250/mês,R$ 330,R$ 40,20 fotos,"Vila Coralina, Bauru - SP","Ótimo apartamento com excelente localização, 2 dormitórios, sala ampla para 2 ambientes, cozinha e área de serviço.
Próximo de escola, posto de combustível, supermercado, farmácias e de fácil acesso á Av; Duque de Caxias.
Ligue e agende uma visita. . -",39,"['53m²', '2 quartos', '1 banheiro', 'Não informado SOLICITAR', 'Varanda']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-coralina-bairros-bauru-53m2-aluguel-RS1250-id-2509110388/
R$ 700/mês,Não informado,,8 fotos,"Rua Manoel Pereira Rolla - Vila Nova Cidade Universitaria, Bauru - SP",,0,"['35m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-35m2-aluguel-RS700-id-2522973645/
R$ 860/mês,R$ 290,,10 fotos,"Jardim Marambá, Bauru - SP","VENDA OU LOCAÇÃO!
FERNANDO -",4,"['70m²', '3 quartos', '2 banheiros', '1 vaga', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-maramba-bairros-bauru-com-garagem-70m2-venda-RS170000-id-2518337894/
R$ 2.000/mês,Não informado,,31 fotos e vídeo,"Vila São João do Ipiranga, Bauru - SP","A casa é próxima da Av. Castelo Branco na altura da quadra 29, fácil acesso !!! boa localização.
O terreno é enorme, fantástico !!

Possui uma edícula com suíte e ar condicionado e ventilador de teto

No total a casa possui 3 suites, só que uma delas está na edicula

O piso dos quartos da casa é todo em porcelanato

Possui um lago com carpas.

Características do imóvel
Ar condicionado
Área de serviço
Edícula
Entrada lateral
Jardim
Lavabo
Piscina
Piso Cerâmico
Piso frio porcelanato
Portão eletrônico
Quintal

Mais informações em www.casabauru.com",73,"['484m²', '2 quartos', '4 banheiros\n2 suítes', '2 vagas', 'Piscina', 'Garagem', 'Ar-condicionado', 'Quintal', 'Jardim']",https://www.vivareal.com.br/imovel/casa-2-quartos-vila-sao-joao-do-ipiranga-bairros-bauru-com-garagem-484m2-venda-RS380000-id-2520608704/
R$ 590/mês,R$ 320,R$ 40,18 fotos,"Jardim das Orquídeas, Bauru - SP","Ótimo apartamento com 2 dormitórios, banheiro social, sala, cozinha, área de serviços e 1 vaga de garagem no Jardim Olímpico.
Portaria 24 horas e área de lazer com churrasqueira. -",29,"['65m²', '2 quartos', '1 banheiro', '1 vaga', 'Churrasqueira', 'Cozinha', 'Interfone', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-das-orquideas-bairros-bauru-com-garagem-65m2-aluguel-RS590-id-2505154895/
R$ 1.700/mês,R$ 610,,20 fotos,"Vila Silva Pinto, Bauru - SP","Edifício Abrolhos, Bauru/SP.
Apartamento completo em armários contendo 03 dormitórios sendo 01 suíte, sala para 02 ambientes com sacada, cozinha, área de serviço, wc serviço, wc social, 02 vagas cobertas. Fácil acesso para a Rod. Mal. Rondon / Av. Rodrigues Alves / Av. Duque de Caxias. -",46,"['85m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas', 'Lavanderia', 'Varanda', 'Piscina', 'Churrasqueira', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-silva-pinto-bairros-bauru-com-garagem-85m2-aluguel-RS1700-id-2523316383/
R$ 6.500/mês,R$ 1.392,,30 fotos,"Avenida Affonso José Aiello - Vila Aviação, Bauru - SP",,0,"['183m²', '3 quartos', '4 banheiros\n3 suítes', '3 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-aviacao-bairros-bauru-com-garagem-183m2-aluguel-RS6500-id-2504624564/
R$ 2.500/mês,Não informado,,26 fotos,"Jardim Estoril, Bauru - SP","Casa em ótima localização com 3 dormitórios sendo 1 suíte, mais uma edícula nos fundos. Casa espaçosa, completa em armários. -",21,"['200m²', '3 quartos', '3 banheiros\n1 suíte', '4 vagas', 'Cozinha', 'Quintal', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-3-quartos-jardim-estoril-bairros-bauru-com-garagem-200m2-aluguel-RS2500-id-2510114980/
R$ 4.300/mês,,R$ 397,10 fotos,"Rua Abrahão Rahal - Vila Cidade Universitária, Bauru - SP",,0,"['500m²', '3 quartos', '4 banheiros\n1 suíte', '8 vagas']",https://www.vivareal.com.br/imovel/casa-3-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-500m2-aluguel-RS4300-id-2494250560/
R$ 780/mês,R$ 320,R$ 92,21 fotos,"Jardim América, Bauru - SP","ótima localização na Av. Nossa Senhora de Fátima, sendo 02 dormitórios sendo 01 suite completos em armários, sala ampla para 02 ambientes, sacada, cozinha, área de serviço e 0 1 vaga de garagem.
Agende uma visita. -",36,"['65m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga', 'Cozinha', 'Interfone', 'Lavanderia', 'Varanda', 'Área de serviço']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-america-bairros-bauru-com-garagem-65m2-aluguel-RS780-id-2523591170/
R$ 850/mês,R$ 200,R$ 47,20 fotos,"Parque das Nações, Bauru - SP","RES PQ BARCELONA - Lindo apto de 2 dorm, armários planejados, piso laminado, andar alto e excelente localização. Condominio completo em lazer, portaria 24hs. AGENDE UMA VISITA Atualizado em",29,"['47m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Interfone', 'Piscina']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-parque-das-nacoes-bairros-bauru-com-garagem-47m2-aluguel-RS850-id-2516400561/
R$ 1.000/mês,R$ 440,,8 fotos,"Rua Alberto Segalla - Jardim Infante Dom Henrique, Bauru - SP",,0,"['55m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-55m2-aluguel-RS1000-id-2507148886/
R$ 650/mês,R$ 360,,9 fotos,"Jardim Auri Verde, Bauru - SP",,0,"['70m²', '2 quartos', '2 banheiros', '1 vaga', 'Churrasqueira', 'Cozinha', 'Piscina']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-auri-verde-bairros-bauru-com-garagem-70m2-venda-RS235000-id-2518337227/
R$ 1.800/mês,R$ 590,R$ 120,24 fotos,"Parque Jardim Europa, Bauru - SP","EXCELENTE APARTAMENTO, 3 DORMITORIOS 1 SUITE, SALA 2 AMBIENTES COM VARANDA GOURMET, LAVABO COMPLETO ARMARIOS, HOME OFFICE, SOL DA MANHA. Atualizado em",22,"['94m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas', 'Playground', 'Salão de jogos', 'Interfone', 'Espaço gourmet', 'Salão de festas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-jardim-europa-bairros-bauru-com-garagem-94m2-aluguel-RS1800-id-2517736232/
R$ 650/mês,R$ 225,,7 fotos,"Jardim Estrela D'alva, Bauru - SP",,0,"['47m²', '2 quartos', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-estrela-d-alva-bairros-bauru-com-garagem-47m2-aluguel-RS650-id-2518748788/
R$ 4.250/mês,,R$ 1.400,25 fotos,"Vila Aviação, Bauru - SP","Sobrado

PISO INFERIOR:

2 garagens Cobertas

Sala de estar de jantar conjugadas

Lavabo

Cozinha equipada com armários e coifa

Área de Serviço com armário

Área Gourmet com pia e coifa

Tubulação de Gás externa da casa

Aquecedor Solar

PISO SUPERIOR:

Suíte Master (com ar e closet grande, bancada de madeira) e com sacada de frente para a casa.

Suíte 2 (com ar e armário embutido)

Suíte 3 (com ar e bancada em madeira)

Hall entre os 3 quartos!",64,"['193m²', '3 quartos', '4 banheiros\n3 suítes', '2 vagas', 'Escritório', 'Garagem', 'Varanda', 'Aquecimento', 'Cozinha']",https://www.vivareal.com.br/imovel/casa-3-quartos-vila-aviacao-bairros-bauru-com-garagem-193m2-aluguel-RS4250-id-2525178777/
R$ 7.000/mês,R$ 391,,15 fotos,"Residencial Tambore, Bauru - SP",,0,"['371m²', '3 quartos', '4 banheiros\n3 suítes', '2 vagas']",https://www.vivareal.com.br/imovel/casa-de-condominio-3-quartos-residencial-tambore-bairros-bauru-com-garagem-371m2-aluguel-RS7000-id-2520542580/
R$ 1.300/mês,R$ 490,,8 fotos,"Jardim Amalia, Bauru - SP",,0,"['68m²', '2 quartos', '3 banheiros\n2 suítes', '1 vaga']",https://www.vivareal.com.br/imovel/casa-de-condominio-2-quartos-jardim-amalia-bairros-bauru-com-garagem-68m2-aluguel-RS1300-id-2520542491/
R$ 3.800/mês,,R$ 1.747,16 fotos,"Alto Higienopolis, Bauru - SP",,0,"['316m²', '4 quartos', '5 banheiros\n2 suítes', '3 vagas']",https://www.vivareal.com.br/imovel/casa-4-quartos-alto-higienopolis-bairros-bauru-com-garagem-316m2-aluguel-RS3800-id-2512561881/
R$ 1.850/mês,R$ 380,,26 fotos,"Rua Alaska - Jardim Solange, Bauru - SP",,0,"['71m²', '2 quartos', '2 banheiros\n1 suíte', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-solange-bairros-bauru-com-garagem-71m2-aluguel-RS1850-id-2522089783/
R$ 720/mês,R$ 202,R$ 28,16 fotos,"Alameda Doutor Octávio Pinheiro Brisolla, 18 - Vila Nova Cidade Universitaria, Bauru - SP","Lindo apartamento com 1 suíte, completo em armários, cozinha americana e varanda, e ótimo acabamento.

Residencial com 2 elevadores, vigia noturno, água e gás incluso no condomínio.

Ótima localização: próximo a USP, a poucos metros do Bauru Shopping e Wal-Mart, além do fácil acesso a Av. Nações Unidas e Av. Getúlio Vargas. Proximidade a diversos restaurantes, bares, farmácias e diversos outros serviços.

Agende uma visita!!",62,"['30m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Circuito de segurança', 'Conexão à internet', 'Interfone', 'Varanda', 'Condomínio fechado']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-nova-cidade-universitaria-bairros-bauru-com-garagem-30m2-aluguel-RS720-id-2481315465/
R$ 700/mês,R$ 280,R$ 51,9 fotos,"Vila Cidade Universitária, Bauru - SP","Um excelente residencial para moradia familiar, ótima localização, e cômodos amplôs. Excelente custo benefício para você quer morar bem!",19,"['31m²', '1 quarto', '1 banheiro', '1 vaga', 'Garagem', 'Varanda', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-cidade-universitaria-bairros-bauru-com-garagem-31m2-aluguel-RS700-id-2519537917/
R$ 800/mês,R$ 400,,11 fotos,"Jardim Cruzeiro do Sul, Bauru - SP","Apartamento com três dormitórios próximo do DER e Cruzeiro do Sul, sala dois ambientes, cozinha, banheiro, área de serviço, uma vaga de garagem. Portaria, piscina, churrasqueira, playground.",27,"['66m²', '3 quartos', '1 banheiro', '1 vaga', 'Interfone', 'Garagem', 'Piscina', 'Churrasqueira', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-cruzeiro-do-sul-bairros-bauru-com-garagem-66m2-venda-RS245000-id-2503844341/
R$ 1.800/mês,R$ 564,,13 fotos,"Parque Jardim Europa, Bauru - SP",,0,"['94m²', '3 quartos', '3 banheiros\n1 suíte', '2 vagas']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-parque-jardim-europa-bairros-bauru-com-garagem-94m2-venda-RS550000-id-2519075957/
R$ 550/mês,R$ 337,,3 fotos,"Vila Santa Izabel , Bauru - SP",,0,"['55m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-santa-izabel-bairros-bauru-com-garagem-55m2-aluguel-RS550-id-2519063574/
R$ 950/mês,,R$ 30,9 fotos,"Jardim Terra Branca, Bauru - SP","Jd Terra Branca - Linda residencia, garagem coberta, 2 dormitórios- Jd Terra Branca px Hipica Atualizado em",17,"['50m²', '2 quartos', '1 banheiro', '1 vaga', 'Cozinha', 'Condomínio fechado', 'Área de serviço']",https://www.vivareal.com.br/imovel/casa-2-quartos-jardim-terra-branca-bairros-bauru-com-garagem-50m2-aluguel-RS950-id-2524553970/
R$ 4.500/mês,Não informado,,20 fotos,"Rua Professor Honor Figueira - Vila Zillo, Bauru - SP",,0,"['350m²', '3 quartos', '6 banheiros\n3 suítes', '3 vagas']",https://www.vivareal.com.br/imovel/casa-3-quartos-vila-zillo-bairros-bauru-com-garagem-350m2-aluguel-RS4500-id-2519991655/
R$ 800/mês,R$ 221,,8 fotos,"Jardim Panorama, Bauru - SP",,0,"['30m²', '1 quarto', '1 banheiro', '1 vaga']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-jardim-panorama-bairros-bauru-com-garagem-30m2-aluguel-RS800-id-2521062398/
R$ 2.000/mês,R$ 580,,18 fotos,"Jardim América, Bauru - SP","Terrazze Del Veneto, Jd. América, Bauru/SP
Apartamento com 3 dormitórios sendo 1 suíte, varanda gourmet envidraçada com churrasqueira, cozinha americana e aquecimento a gás.
Lazer com piscina adulto, infantil, fitness, espaço gourmet, salão de festas, salão de jogos, espaço zen e espaço mulher.
Excelente localização na Av. Nossa Senhora de Fátima, em frente a Igreja São Cristovão. -",55,"['85m²', '3 quartos', '2 banheiros\n1 suíte', '2 vagas', 'Lavanderia', 'Piscina', 'Churrasqueira', 'Cozinha', 'Elevador']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-america-bairros-bauru-com-garagem-85m2-aluguel-RS2000-id-2521455264/
R$ 5.000/mês,R$ 1.300,R$ 2.188,32 fotos,"Rua Jamil Gebara, 3 - Jardim Paulista, Bauru - SP","Residencial LE PREMIER (Bauru/SP). Apartamento alto padrão com 3 suítes sendo uma máster (closet, hidro e varanda privativa), 169m², completo em armários, todo climatizado e ótimo estado de conservação.

Diferenciado, andar alto e virado para o sol da manhã. Cômodos amplos e com toda a qualidade da construtora Assuã.

Sala 2 ambientes, home, lavabo, cozinha, despensa, lavanderia, wc de serviço e quarto para empregados, 3 vagas de garagem e 1 depósito.

Excelente localização, a apenas duas quadras da Avenida Nossa Senhora de Fátima, e fácil acesso a Avenida Getúlio Vargas. Próximo a supermercado, bancos, clínicas, farmácias, escolas, restaurantes e diversos outros serviços.

Área de lazer completa com piscina adulto e infantil, jacuzzi, sauna, academia, churrasqueira, salão de festas, espaço gourmet, quadra poliesportiva, playground.

Proprietário estuda permuta! Venha conhecer e se apaixonar!",126,"['169m²', '3 quartos', '5 banheiros\n3 suítes', '3 vagas', 'Área de serviço', 'Sauna', 'Condomínio fechado', 'Vigia', 'Circuito de segurança']",https://www.vivareal.com.br/imovel/apartamento-3-quartos-jardim-paulista-bairros-bauru-com-garagem-169m2-venda-RS1150000-id-2516330340/
R$ 1.200/mês,R$ 250,,12 fotos,"Vila Aviação, Bauru - SP","Aparatmento na Vila Aviação, proximo a Av. Getulio vargas, repleto em armários, contendo 01 súite, sala 02 ambientes com varanda gourmet, cozinha com cooktop, área de serviço e 01 vaga de garagem. -",33,"['51m²', '1 quarto', '1 banheiro\n1 suíte', '1 vaga', 'Churrasqueira', 'Varanda']",https://www.vivareal.com.br/imovel/apartamento-1-quartos-vila-aviacao-bairros-bauru-com-garagem-51m2-aluguel-RS1200-id-2519954275/
R$ 750/mês,R$ 250,,12 fotos,"Rua Minas Gerais, 5-50 - Vila Cardia, Bauru - SP","Apartamento com 2 dormitórios para locação no Brescia, com 2 dormitorios com armario, banheiro social com box e gabinete, sala 2 ambientes, cozinha com armarios, lavanderia e garagem para 1 veículo.",31,"['50m²', '2 quartos', '1 banheiro', '1 vaga', 'Ar-condicionado', 'Cozinha', 'Garagem']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-cardia-bairros-bauru-com-garagem-50m2-aluguel-RS750-id-2521941106/
R$ 900/mês,R$ 490,,25 fotos,"Jardim Infante Dom Henrique, Bauru - SP","Apartamento com dois dormitórios, completo em armários, sala para dois ambientes com sacada, área de serviço, garagem. Portaria 24 horas, piscina, salão de festas.

Agende a sua visita, Silvana Rosa telefone e whats.",32,"['65m²', '2 quartos', '1 banheiro', '1 vaga', 'Interfone', 'Garagem', 'Salão de festas', 'Piscina', 'Cozinha']",https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-infante-dom-henrique-bairros-bauru-com-garagem-65m2-aluguel-RS900-id-2521462089/
